5.12E+14,2021-05-25T21:49:21.049Z,2,,,,,,,
5.12E+14,2021-05-25T21:49:21.058Z,4,,,,,,,
5.12E+14,2021-05-25T21:49:21.064Z,5,,,,,,,
5.12E+14,2021-05-25T21:49:21.070Z,5,,,,,,,
5.12E+14,2021-05-25T21:49:21.077Z,5,,,,,,,
5.12E+14,2021-05-25T21:49:21.087Z,9,,,,,,,
5.12E+14,2021-05-25T21:49:21.091Z,3,,,,,,,
5.12E+14,2021-05-25T21:49:21.095Z,3,,,,,,,
5.12E+14,2021-05-25T21:49:21.098Z,2,,,,,,,
5.12E+14,2021-05-25T21:49:21.103Z,3,,,,,,,
5.12E+14,2021-05-25T21:49:21.107Z,3,,,,,,,
5.12E+14,2021-05-25T21:49:21.111Z,3,,,,,,,
5.12E+14,2021-05-25T21:49:21.114Z,2,,,,,,,
5.12E+14,2021-05-25T21:49:21.117Z,2,,,,,,,
5.12E+14,2021-05-25T21:49:21.120Z,1,,,,,,,
5.12E+14,2021-05-25T21:49:21.124Z,3,,,,,,,
5.12E+14,2021-05-25T21:49:21.127Z,2,,,,,,,
5.12E+14,2021-05-25T21:49:21.130Z,2,,,,,,,
5.12E+14,2021-05-25T21:49:21.136Z,6,,,,,,,
5.12E+14,2021-05-25T21:49:21.138Z,1,,,,,,,
5.12E+14,2021-05-25T21:49:21.142Z,1,,,,,,,
5.12E+14,2021-05-25T21:49:21.145Z,2,,,,,,,
5.12E+14,2021-05-25T21:49:21.148Z,1,,,,,,,
AE with 250 pass,,3.551724138,,,,,,,
,,,,,,,,,
5.12E+14,2021-05-25T21:50:58.070Z,402,,,,,,,
5.12E+14,2021-05-25T21:50:58.100Z,11,,,,,,,
5.12E+14,2021-05-25T21:50:58.107Z,6,,,,,,,
5.12E+14,2021-05-25T21:50:58.114Z,6,,,,,,,
5.12E+14,2021-05-25T21:50:58.121Z,2,,,,,,,
5.12E+14,2021-05-25T21:50:58.135Z,7,,,,,,,
5.12E+14,2021-05-25T21:50:58.152Z,6,,,,,,,
5.12E+14,2021-05-25T21:50:58.153Z,0,,,,,,,
5.12E+14,2021-05-25T21:50:58.162Z,0,,,,,,,
5.12E+14,2021-05-25T21:50:58.172Z,0,,,,,,,
5.12E+14,2021-05-25T21:50:58.180Z,1,,,,,,,
5.12E+14,2021-05-25T21:50:58.188Z,8,,,,,,,
5.12E+14,2021-05-25T21:50:58.193Z,0,,,,,,,
5.12E+14,2021-05-25T21:50:58.201Z,2,,,,,,,
5.12E+14,2021-05-25T21:50:58.207Z,3,,,,,,,
5.12E+14,2021-05-25T21:50:58.215Z,4,,,,,,,
5.12E+14,2021-05-25T21:50:58.221Z,4,,,,,,,
5.12E+14,2021-05-25T21:50:58.233Z,10,,,,,,,
5.12E+14,2021-05-25T21:50:58.235Z,0,,,,,,,
5.12E+14,2021-05-25T21:50:58.245Z,4,,,,,,,
5.12E+14,2021-05-25T21:50:58.251Z,3,,,,,,,
5.12E+14,2021-05-25T21:50:58.256Z,2,,,,,,,
5.12E+14,2021-05-25T21:50:58.261Z,3,,,,,,,
5.12E+14,2021-05-25T21:50:58.267Z,4,,,,,,,
5.12E+14,2021-05-25T21:50:58.271Z,3,,,,,,,
